tweet,sentiment
"@laurenbreslin aww i know its my addiction!   awww i know sameee  !  its just more more more !","worry"
"@tristanhilliard oh nos","neutral"
"@SaraJayXXX OMG .. my memory must have failed me! Very weird since I do not normally forget because of my profession!","worry"
"Cleaned four bathrooms this afternoon....(yes","sadness"
"@SweetThang15 Aww  Yeah I feel you. I know its hard.","worry"
"@ev Im trying really hard not to hate you.","sadness"
"@torie007 yeah","worry"
"Booo my best friend is leavin for the weekend. What ever will I do without her??","sadness"
"@dressjunkie dont i know it! i live in the middle of nowhere","empty"
"i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro","neutral"
"@triniaguirre i miss you  !!!! ??","sadness"
"stopped at the store to pick up some items and debit card is missing","worry"
"confused","sadness"
"@nickyvender Nicky","surprise"
"help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer no luck. do not want to order one","worry"
"@zzerbe im on twitter! go me. i have no idea how to work it.","neutral"
"taking Willy to the specialist...poor dog! He has to get a CT scan cos he cant walk properly atm","worry"
"@tmjassociation y does it hurt so much? i cant even chew gum.  ive lost so much weight because i cant even eat","worry"
"nothing to do this evening.. MISSING LIFESTORY","neutral"
"my finger is now pregnant","neutral"
"@bkkrakora ew","neutral"
"@niqa86 Yes bb  There are actually 2 of them","hate"
"At subway. Not feeling good","worry"
"@DrPostALot  sucks","hate"
"too sick for rigging tomorrow.","anger"
"i miss him  ALOT but im not gonna talk to him","sadness"
"@kayteemick  Joe and I loveee you.","love"
"Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account","sadness"
"@nathanblevins Ouch. I wont be down in Miami tomorrow morning. That sucks  Its a cruise? Are you driving back the next Saturday?","worry"
"Grandma Caminker passed away today.  She will be missed","sadness"
"@love_ly We need to hang out!","neutral"
"taking a break from sewing to do some dishes","neutral"
"Too many cocktails last night","worry"
"UGH. why is it so hard to upload a picture on twitter?","sadness"
"@MariaV_ST vaca!! buuu sigo en el work","fun"
"@JammieAdams No you are not having my favorite drink without me  lol","fun"
"Just saw a dooope bmw 6 series parked with the top back....to bad it was raining","sadness"
"@heartsnsparkles she is thats why she never speaks to me in college i think  .....i might just stick to unzela...if hashim dosnt shoot me","surprise"
"Is losing money in Vegas...","worry"
"Sh t","sadness"
"Its been a slow day at home","worry"
"Why isnt my internet working","worry"
"@giselle2323 - Hopefully he wont discover all of my soap opera tweets.","enthusiasm"
"Should not drink cheap wine","neutral"
"@shereemcfly09 ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy XxX","worry"
"So sad that Aki is out for the rest of the season!","worry"
"upset.. friday night crying!","sadness"
"Wishing I could see N*E*R*D headline @ Fest at DePaul tonight","worry"
"I need words of inspiration  wheres @iamdiddy and @RevRunWisdom when you need them??","relief"
"wants to go home and see Erin","worry"
"I have no one to go to the spring show with","worry"
"@ZAmmi *hugs*  Im so sorry.. anything I can do?","worry"
"@kearycolbert june 15","neutral"
"Im grounded til tomorrow. Sorry to anyone I made plans with.  Itll have to be tomorrow. (annoyed) http://plurk.com/p/x332r","neutral"
"@ForrestTheCat awww","hate"
"@BonjourHoney Guilt trips","worry"
"trying to fix my sisters ipod  then phoenix tomorrow morning at 445am! hopefully ill actually get to play this tournament. stupid fence.","sadness"
"Someone fly me to Reno","neutral"
"lumiere is not impressed with my cuddling. but then again","neutral"
"Not legally old enough  to get a summer job outside of babysitting.","worry"
"@thehar just got Zion tweet","neutral"
"Working too hard.    At least graduations are over.","worry"
"just said goodbye to the younger bro.  #misshimalready","worry"
"@Mattshiloh Unfortunately your fix didnt work..   Oh well","sadness"
"@BraveMaiden I dont get as much time here either. Its going to get worse now that the girls r home for summer.  It stinks.","hate"
"@nicolacrossley. Tickets","worry"
"The underwire in my bra is sticking out and poking me in the armpit","worry"
".@aragornrain: no health insurance is not an option.","surprise"
"when i fell on my ass today i ripped my blue volcom boxers","hate"
"@Linooo Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! Im soo excited for 6th June","happiness"
"i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke","worry"
"http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it","surprise"
"Some things are better left unsaid . Its better if only i know","sadness"
"http://twitpic.com/67ykt - We are losing so far.....","worry"
"@Impala_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + i????m a little morning grouch","surprise"
"says our power went out...which RARELY ever happens...and i hadnt saved my sims game in a while.  http://plurk.com/p/x334f","sadness"
"my tv is so boring","neutral"
"Just started feeling bad again  ugh. I hate it when I dont feel good!!","boredom"
"@BunnyBridget I would LOVE to learn trapeze! Ive wanted to do that since I was a kid. Sadly","sadness"
"its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss @honorsociety so much","worry"
"Livin on ur own iznt nice at all. I miss my mum","sadness"
"Oh my ex / room mate is moving out today","sadness"
"Writing reports....","neutral"
"aww dude.. no fair. i thought that was the point of this thing","hate"
"Sports car + curb = flat tire.","neutral"
"sitting in bed where I will be for the weekend.","neutral"
"Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers","neutral"
"to save my heart I think Imma let go! I can see myself getting hurt with you!","worry"
"@TomCopestake  Im sorry. Youll get there dont worry","sadness"
"Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!","worry"
"@imlostinbooks Its up now","worry"
"Wow","love"
"Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?","neutral"
"@staaceeyy weeooow","fun"
"@JuliaBronwyn I accidently dropped it &amp now the screen is all messed","worry"
"Wow its like a VPL fest in front of my office right now.","neutral"
"I get an instant sad face when I see a little kid lose their balloon","sadness"
"Almost made it out of the Apple Store with my MBP","neutral"
"i dont noe what to eat for breakfast hmmmmmmm im so hungry","worry"
"Kristen i miss you","love"
"@davidmihm Please no more tweet-memes","sadness"
"@DeckEnt  there wasnt enough room for me...","empty"
"So tired and I have 17 hours to work tomorrow","sadness"
"Im so glad my concert is still a week away...Im getting so sick and I need the time to recover!! My lungs hurt so bad right now","surprise"
"chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me","sadness"
"Yep. That good feeling didnt last.  back to sleeping for me.","neutral"
"Restoring my iPod touch seemed like euthanasia to me. I was willingly killing it.","worry"
"How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them","love"
"My mom has annoyed the living crap outta me","worry"
"Feeeel like ima die! Now on my way to rainforest.  !! I need a girls spa day ASAP!","fun"
"More depressed ty very much!!!","sadness"
"headaches are dumb.","sadness"
"Golfing ended early","worry"
"Hate to break every1s heart but confirmation jus came in that Austin &amp Sophia do NOT &amp never had a twitter  another sad day!!","worry"
"St joe is dirty.","worry"
"Setting up bookmarks on my new Blackberry Curve. Now anyone from work can get ahold of me at anytime!","relief"
"@vmarinelliRVA I am so so sorry to hear that he has parvo. Good vibes comming your way.","worry"
"Sushi w/ @ryan888 well cooked veggie for preggo me  now onto Trolley Car birthday party on McKinney Ave. I actially feel awake for once!","relief"
"@donttreeriddle Oh noes!! Melted ice cream = do not want.","sadness"
"@g1mm34d my bad. I thought you were talking about today","neutral"
"layenn down","worry"
"It just occured to me..... tonight is Cheris Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.","worry"
"dreading this weekend","neutral"
"soooo fed up with this","hate"
"missing someonee...","sadness"
"There are ants on my lollipop","neutral"
"My arms hurt","sadness"
"OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( its the saddest thing Ive ever watched","sadness"
"i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now theyre okay.","empty"
"@MyInnerCougar Sorry your day was so bad   Gettin the drink on","sadness"
"@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  Hes hilarious.  I &lt3 him.  Poor guy","happiness"
"Omnomnom    JUST came online to 69 unread emails","sadness"
"[H]ouse starts on Sunday and Im sad as I cant afford Sky","sadness"
"@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now","sadness"
"@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said hed disown me if i posted it ~   sowey","surprise"
"is watching &quotWall Street&quot","worry"
"UP isnt im 3-D..","neutral"
"@ktml nice work buying coda dude! Its a great app! Unfortunately","happiness"
"@norasake Sadly no. It didnt come with one...","sadness"
"@WaylandSmalley Me neither. But its no longer about what we want. Its about fairness. And fairness is whatever government says it is.","empty"
"Cleaning the House! Im so boring..","boredom"
"@framolamdu omg what a shame about Hollie","worry"
"Suffering from  Hemorrhoids.","worry"
"@KSegIII  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad","sadness"
